fpr,tpr
0.0,0.0
0.0,0.8576589595375722
0.0,0.8583815028901735
0.0,0.8605491329479769
0.0,0.9927745664739884
0.0,0.9992774566473989
0.0010275380189066995,1.0
0.04603370324702014,1.0
0.04911631730374024,1.0
1.0,1.0
